Hips,Spine1,Head,LeftUpperArm,LeftForeArm,LeftHand,RightUpperArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot
"(7.95, 347.46, 351.22)","(55.21, 28.35, 359.95)","(48.27, 28.36, 359.96)","(56.96, 40.80, 100.18)","(65.22, 40.58, 95.58)","(75.78, 16.24, 78.48)","(76.44, 315.45, 193.30)","(78.93, 342.77, 219.70)","(82.32, 283.97, 136.13)","(2.48, 0.38, 180.86)","(4.60, 355.18, 183.54)","(300.80, 351.95, 182.31)","(359.25, 355.11, 179.48)","(358.45, 354.12, 178.18)","(293.63, 354.84, 180.48)",
"(7.73, 347.99, 351.02)","(55.18, 29.90, 359.82)","(48.24, 29.93, 359.85)","(56.75, 42.50, 100.48)","(64.96, 42.33, 95.93)","(75.54, 18.02, 78.85)","(76.48, 317.32, 193.58)","(78.83, 344.40, 220.02)","(82.62, 285.72, 136.49)","(2.07, 0.84, 180.68)","(4.10, 355.90, 183.26)","(300.28, 352.78, 182.06)","(358.98, 355.51, 179.44)","(358.10, 354.57, 178.05)","(293.22, 355.48, 180.32)",
"(7.69, 348.90, 350.92)","(55.08, 31.52, 359.91)","(48.14, 31.54, 359.92)","(56.46, 44.34, 100.81)","(64.53, 44.74, 96.39)","(75.18, 19.21, 78.63)","(76.60, 319.41, 194.46)","(78.80, 346.30, 221.00)","(83.12, 286.92, 136.28)","(1.63, 1.76, 180.59)","(3.91, 356.48, 183.18)","(299.90, 353.54, 182.06)","(358.51, 356.51, 179.42)","(357.72, 355.39, 177.96)","(292.56, 356.48, 180.28)",
"(7.65, 349.61, 350.99)","(54.95, 32.94, 0.02)","(48.01, 32.94, 0.02)","(56.27, 45.57, 100.99)","(64.21, 46.47, 96.68)","(74.78, 21.56, 79.30)","(76.92, 322.46, 195.69)","(78.94, 350.34, 223.05)","(83.69, 284.69, 132.45)","(1.06, 2.55, 180.50)","(3.36, 357.40, 182.89)","(299.30, 354.45, 181.89)","(358.07, 357.05, 179.56)","(357.44, 355.94, 177.99)","(292.18, 356.90, 180.41)",
"(7.29, 350.42, 351.05)","(54.70, 36.21, 0.47)","(47.76, 36.12, 0.41)","(55.60, 49.47, 101.92)","(63.47, 50.39, 97.93)","(74.29, 25.52, 80.83)","(77.26, 327.12, 197.78)","(79.01, 354.48, 225.19)","(84.60, 285.19, 130.20)","(0.34, 3.11, 180.37)","(2.86, 357.81, 182.59)","(298.68, 355.11, 181.56)","(357.60, 357.87, 179.78)","(356.94, 356.60, 178.12)","(292.22, 357.14, 180.87)",
"(6.83, 351.11, 351.01)","(54.50, 37.52, 0.58)","(47.56, 37.42, 0.50)","(55.19, 50.95, 102.27)","(62.91, 52.29, 98.43)","(73.60, 27.88, 81.53)","(77.33, 330.63, 199.83)","(78.76, 359.75, 228.42)","(85.71, 288.94, 132.06)","(0.06, 3.61, 180.38)","(2.70, 358.32, 182.63)","(298.55, 355.56, 181.69)","(357.51, 358.26, 179.92)","(356.87, 357.04, 178.28)","(292.13, 357.37, 181.20)",
"(6.56, 351.79, 351.07)","(53.67, 40.44, 1.15)","(46.73, 40.24, 1.00)","(54.30, 53.25, 102.49)","(62.05, 54.03, 98.27)","(72.75, 29.69, 81.47)","(77.41, 334.87, 202.68)","(78.43, 4.94, 232.00)","(86.88, 293.85, 135.32)","(359.81, 4.43, 180.36)","(2.46, 359.12, 182.61)","(298.31, 356.18, 181.91)","(357.34, 359.01, 180.05)","(356.67, 357.74, 178.32)","(291.92, 357.88, 181.50)",
"(6.23, 352.32, 351.13)","(53.25, 41.83, 1.36)","(46.32, 41.59, 1.17)","(53.62, 54.79, 102.51)","(61.41, 55.39, 98.06)","(72.18, 31.48, 81.33)","(77.59, 339.86, 206.35)","(78.15, 11.41, 237.01)","(88.11, 288.94, 128.90)","(359.52, 4.95, 180.41)","(2.20, 359.85, 182.69)","(297.94, 356.64, 182.04)","(356.87, 359.60, 180.30)","(356.15, 358.49, 178.48)","(291.65, 358.21, 181.64)",
"(5.66, 352.89, 351.16)","(52.51, 45.20, 1.93)","(45.57, 44.87, 1.68)","(52.54, 58.45, 103.16)","(60.55, 58.98, 98.90)","(71.58, 34.80, 82.20)","(77.77, 349.37, 212.95)","(77.75, 18.77, 241.96)","(89.17, 268.46, 105.62)","(358.65, 5.44, 180.47)","(1.11, 0.38, 182.64)","(296.99, 356.61, 182.59)","(356.15, 0.01, 180.57)","(355.11, 358.98, 178.51)","(290.86, 358.62, 181.70)",
"(5.03, 353.28, 351.11)","(51.48, 47.76, 2.45)","(44.55, 47.34, 2.14)","(51.64, 60.30, 103.57)","(59.75, 60.56, 99.23)","(70.71, 36.71, 82.62)","(77.50, 354.81, 216.89)","(76.94, 24.12, 245.55)","(88.76, 98.60, 294.10)","(358.08, 5.85, 180.37)","(0.81, 0.67, 182.50)","(296.51, 357.07, 182.33)","(355.40, 0.25, 180.74)","(354.51, 359.14, 178.50)","(290.19, 359.46, 181.07)",
"(4.58, 353.14, 350.96)","(50.98, 49.41, 2.70)","(44.04, 48.95, 2.36)","(51.06, 61.81, 103.89)","(58.99, 62.76, 99.77)","(70.10, 38.63, 83.12)","(77.27, 359.10, 219.83)","(76.48, 26.99, 247.37)","(88.17, 104.29, 298.57)","(357.59, 5.70, 180.27)","(0.23, 0.52, 182.38)","(295.69, 356.64, 182.54)","(354.83, 0.04, 180.94)","(353.80, 358.91, 178.60)","(289.55, 359.27, 181.09)",
"(3.94, 353.04, 350.85)","(50.27, 51.19, 2.99)","(43.34, 50.69, 2.63)","(49.96, 64.33, 104.17)","(58.09, 64.89, 99.78)","(69.31, 40.79, 83.05)","(76.91, 5.40, 224.34)","(75.58, 33.03, 251.42)","(86.67, 105.56, 297.94)","(356.83, 5.54, 180.19)","(359.48, 0.37, 182.17)","(295.24, 356.93, 182.08)","(354.13, 359.91, 181.08)","(353.30, 358.77, 178.52)","(288.83, 359.26, 180.89)",
"(3.64, 353.00, 350.77)","(49.88, 52.41, 3.22)","(42.95, 51.88, 2.84)","(49.45, 65.58, 104.32)","(57.59, 66.15, 99.93)","(68.98, 41.88, 83.06)","(76.64, 8.95, 226.82)","(75.22, 35.01, 252.66)","(85.67, 105.87, 296.99)","(356.64, 5.49, 180.16)","(359.36, 0.35, 182.24)","(295.06, 357.04, 181.91)","(353.83, 359.84, 181.15)","(353.04, 358.70, 178.54)","(288.57, 359.53, 180.51)",
"(3.27, 352.70, 350.75)","(49.25, 53.88, 3.37)","(42.31, 53.33, 2.98)","(49.08, 66.61, 104.35)","(57.23, 67.16, 99.94)","(68.54, 42.78, 83.05)","(76.39, 12.22, 229.19)","(74.62, 38.47, 255.01)","(84.85, 108.49, 298.54)","(356.58, 5.37, 180.17)","(359.29, 0.15, 182.27)","(294.93, 356.86, 181.85)","(353.72, 359.63, 181.21)","(352.96, 358.43, 178.59)","(288.39, 359.05, 180.70)",
"(3.17, 352.25, 350.74)","(49.09, 54.99, 3.57)","(42.16, 54.41, 3.15)","(48.90, 67.66, 104.34)","(57.17, 68.36, 99.77)","(68.86, 43.84, 82.66)","(76.16, 14.90, 230.87)","(74.11, 40.78, 256.14)","(84.01, 109.96, 298.55)","(356.52, 4.87, 180.27)","(359.24, 359.74, 182.39)","(295.01, 356.03, 182.30)","(353.80, 359.16, 181.33)","(353.15, 357.93, 178.78)","(288.56, 357.99, 181.41)",
"(3.21, 352.08, 350.81)","(48.99, 55.44, 3.59)","(42.06, 54.85, 3.17)","(48.90, 68.14, 104.39)","(57.27, 68.73, 99.86)","(69.18, 44.20, 82.60)","(76.03, 15.24, 230.86)","(73.93, 40.79, 255.80)","(83.63, 106.60, 294.70)","(356.73, 4.79, 180.36)","(359.62, 359.64, 182.54)","(295.51, 355.63, 182.60)","(354.07, 359.06, 181.35)","(353.38, 357.84, 178.85)","(288.82, 357.58, 181.76)",
"(3.40, 351.87, 350.88)","(49.13, 55.55, 3.65)","(42.20, 54.95, 3.23)","(49.09, 68.29, 104.37)","(57.51, 68.86, 99.86)","(69.41, 44.46, 82.80)","(75.98, 14.37, 229.78)","(73.89, 40.22, 255.00)","(83.52, 103.55, 291.38)","(357.09, 4.61, 180.46)","(359.88, 359.51, 182.66)","(295.76, 355.43, 182.67)","(354.41, 358.91, 181.32)","(353.76, 357.70, 178.91)","(289.19, 357.36, 181.85)",
"(3.65, 351.47, 350.91)","(49.34, 55.37, 3.76)","(42.41, 54.76, 3.32)","(49.43, 68.14, 104.34)","(57.98, 68.64, 99.75)","(69.96, 44.35, 82.78)","(76.08, 13.21, 228.79)","(74.01, 39.39, 254.22)","(83.56, 101.96, 289.74)","(357.31, 4.37, 180.47)","(0.15, 359.24, 182.66)","(296.04, 355.37, 182.43)","(354.70, 358.66, 181.17)","(354.07, 357.50, 178.86)","(289.66, 357.54, 181.35)",
"(3.92, 350.89, 350.78)","(49.62, 54.79, 3.99)","(42.69, 54.14, 3.52)","(50.05, 67.47, 104.55)","(58.74, 68.07, 100.03)","(70.68, 44.19, 83.33)","(76.31, 10.79, 227.20)","(74.49, 37.02, 252.65)","(83.83, 99.38, 287.72)","(357.68, 3.93, 180.37)","(0.63, 358.71, 182.48)","(296.38, 355.47, 181.90)","(354.98, 358.28, 180.92)","(354.66, 356.94, 178.53)","(290.13, 357.90, 180.43)",
"(4.10, 350.25, 350.59)","(49.79, 53.94, 4.08)","(42.86, 53.27, 3.59)","(50.45, 66.85, 104.64)","(59.30, 67.35, 100.22)","(71.28, 43.88, 83.83)","(76.50, 9.06, 226.18)","(74.72, 36.12, 252.29)","(84.19, 99.21, 288.24)","(358.05, 3.21, 180.07)","(0.96, 358.14, 182.19)","(296.78, 355.90, 180.53)","(355.23, 357.76, 180.58)","(354.99, 356.38, 178.21)","(290.32, 358.02, 179.78)",
"(4.38, 349.57, 350.27)","(50.21, 52.51, 4.09)","(43.29, 51.84, 3.60)","(51.15, 65.55, 104.61)","(60.07, 65.98, 100.17)","(72.14, 42.70, 83.87)","(76.71, 6.11, 224.34)","(75.18, 33.64, 251.01)","(84.74, 96.64, 286.55)","(358.24, 2.87, 179.88)","(1.28, 357.62, 181.90)","(297.05, 356.02, 179.91)","(355.38, 357.28, 180.24)","(355.20, 355.83, 177.87)","(290.51, 358.17, 179.01)",
"(4.54, 349.09, 350.00)","(50.58, 51.20, 3.98)","(43.66, 50.54, 3.49)","(51.81, 64.02, 104.46)","(60.69, 64.72, 100.07)","(72.92, 41.33, 83.89)","(76.83, 2.76, 222.08)","(75.57, 30.23, 248.84)","(85.26, 90.34, 281.37)","(358.50, 2.50, 179.63)","(1.64, 357.20, 181.64)","(297.37, 356.24, 179.28)","(355.46, 356.83, 179.87)","(355.31, 355.52, 177.62)","(290.64, 358.43, 178.31)",
"(4.80, 348.32, 349.60)","(51.21, 47.74, 3.39)","(44.28, 47.17, 2.96)","(52.90, 60.66, 103.84)","(61.72, 61.67, 99.49)","(73.93, 38.26, 83.38)","(76.66, 354.43, 216.41)","(75.91, 23.21, 244.15)","(85.99, 71.86, 265.13)","(359.07, 1.60, 179.04)","(2.15, 356.51, 181.14)","(297.81, 356.72, 177.89)","(355.55, 356.22, 179.38)","(355.52, 354.81, 177.13)","(290.85, 358.99, 177.02)",
"(4.86, 348.06, 349.48)","(51.66, 45.27, 2.88)","(44.72, 44.78, 2.51)","(53.47, 58.60, 103.35)","(62.44, 59.21, 98.86)","(74.72, 35.48, 82.48)","(76.40, 347.97, 212.15)","(76.12, 17.68, 240.46)","(86.29, 54.25, 249.35)","(359.13, 1.13, 178.85)","(2.20, 356.14, 181.01)","(297.83, 356.71, 177.40)","(355.58, 355.75, 179.14)","(355.57, 354.46, 176.98)","(290.95, 359.02, 176.60)",
"(5.00, 347.40, 349.21)","(52.03, 42.36, 2.09)","(45.09, 42.01, 1.82)","(54.21, 55.74, 102.53)","(62.79, 56.79, 98.16)","(75.30, 32.17, 81.32)","(76.07, 342.35, 208.61)","(76.26, 12.86, 237.31)","(86.34, 34.54, 231.61)","(359.17, 0.71, 178.69)","(2.22, 355.53, 180.81)","(297.87, 356.63, 176.91)","(355.68, 355.32, 178.95)","(355.68, 354.03, 176.81)","(291.12, 358.88, 176.20)",
"(5.04, 347.05, 349.09)","(52.40, 39.38, 1.30)","(45.46, 39.15, 1.13)","(54.85, 52.61, 101.55)","(63.50, 53.34, 96.99)","(76.04, 27.81, 79.29)","(75.66, 337.63, 205.72)","(76.30, 6.54, 233.11)","(85.94, 14.80, 213.98)","(359.21, 0.45, 178.65)","(2.22, 355.24, 180.83)","(297.89, 356.32, 177.00)","(355.72, 355.08, 178.84)","(355.82, 353.61, 176.73)","(291.19, 358.49, 176.25)",
"(5.10, 346.69, 349.08)","(52.77, 34.94, 359.92)","(45.83, 34.95, 359.93)","(55.78, 46.84, 99.51)","(64.41, 47.03, 94.48)","(76.88, 20.57, 75.54)","(74.67, 329.32, 200.93)","(76.01, 355.49, 225.87)","(84.63, 354.46, 196.98)","(359.24, 0.31, 178.68)","(2.28, 354.92, 180.99)","(297.95, 355.93, 177.12)","(355.81, 354.72, 178.87)","(355.89, 353.38, 176.78)","(291.28, 357.88, 176.54)",
"(5.09, 346.31, 349.14)","(52.97, 30.76, 358.50)","(46.03, 31.03, 358.70)","(56.04, 44.34, 98.53)","(64.95, 42.27, 92.48)","(77.35, 14.73, 72.20)","(73.63, 323.38, 197.86)","(75.54, 348.86, 221.67)","(83.32, 343.57, 188.50)","(359.34, 359.74, 178.97)","(2.24, 354.59, 181.26)","(297.97, 355.08, 177.71)","(355.97, 354.32, 179.05)","(356.02, 352.92, 177.07)","(291.26, 356.84, 177.33)",
"(5.10, 345.99, 349.32)","(53.06, 27.67, 357.40)","(46.13, 28.12, 357.75)","(56.50, 39.84, 96.72)","(65.21, 39.40, 91.18)","(77.46, 11.81, 70.51)","(72.65, 318.47, 195.40)","(74.94, 342.18, 217.41)","(81.93, 336.80, 184.11)","(359.36, 359.44, 179.21)","(2.25, 354.29, 181.52)","(298.04, 354.26, 178.23)","(356.04, 354.11, 179.20)","(356.04, 352.67, 177.23)","(291.26, 355.85, 178.02)",
"(5.13, 345.59, 349.57)","(53.11, 23.13, 355.70)","(46.18, 23.88, 356.27)","(56.84, 35.83, 95.03)","(65.63, 34.22, 88.80)","(77.99, 1.91, 64.29)","(71.94, 315.34, 193.89)","(74.09, 334.85, 212.87)","(80.43, 331.53, 181.19)","(359.41, 359.13, 179.50)","(2.22, 354.02, 181.88)","(298.09, 353.40, 178.91)","(356.17, 353.78, 179.45)","(356.15, 352.29, 177.64)","(291.25, 354.40, 179.25)",
"(5.22, 345.47, 350.08)","(53.51, 15.94, 352.85)","(46.61, 17.19, 353.81)","(57.52, 29.54, 92.20)","(66.12, 27.73, 85.54)","(78.25, 350.90, 57.07)","(70.02, 307.76, 190.37)","(72.71, 325.92, 207.49)","(78.06, 324.16, 177.39)","(359.51, 359.01, 180.06)","(2.27, 353.97, 182.47)","(298.28, 352.12, 180.22)","(356.47, 353.59, 179.95)","(356.22, 352.11, 178.12)","(291.30, 352.90, 180.78)",
"(5.22, 345.52, 350.45)","(53.52, 12.45, 351.32)","(46.65, 13.97, 352.49)","(57.59, 25.87, 90.45)","(66.33, 22.00, 82.63)","(78.18, 343.34, 51.98)","(68.89, 304.26, 188.91)","(71.65, 320.48, 204.42)","(76.39, 320.91, 176.47)","(359.55, 359.05, 180.45)","(2.29, 354.04, 182.81)","(298.37, 351.41, 181.07)","(356.76, 353.59, 180.27)","(356.39, 352.09, 178.48)","(291.44, 352.17, 181.58)",
"(5.21, 345.57, 350.65)","(53.48, 9.70, 350.12)","(46.62, 11.43, 351.45)","(57.83, 19.91, 87.41)","(66.51, 16.78, 79.71)","(77.96, 335.28, 46.37)","(67.07, 299.16, 187.07)","(70.40, 315.42, 201.76)","(74.65, 318.04, 175.99)","(359.60, 359.12, 180.71)","(2.25, 354.09, 183.03)","(298.35, 351.03, 181.55)","(356.91, 353.65, 180.43)","(356.52, 352.15, 178.76)","(291.56, 351.50, 182.38)",
"(5.28, 345.62, 351.02)","(53.33, 4.09, 347.56)","(46.53, 6.26, 349.23)","(57.91, 16.14, 85.42)","(66.56, 11.41, 76.58)","(77.63, 327.37, 40.82)","(65.90, 296.13, 186.05)","(69.33, 311.49, 199.81)","(72.87, 315.00, 175.39)","(359.63, 359.23, 181.06)","(2.15, 354.22, 183.36)","(298.31, 350.57, 182.15)","(357.15, 353.70, 180.69)","(356.69, 352.21, 179.12)","(291.68, 350.73, 183.30)",
"(5.26, 345.59, 351.33)","(53.21, 358.53, 344.94)","(46.48, 1.15, 346.95)","(57.99, 8.56, 81.30)","(66.56, 11.41, 76.58)","(76.81, 313.28, 30.98)","(63.37, 290.40, 184.17)","(66.88, 304.17, 196.20)","(69.98, 310.78, 174.43)","(359.61, 359.28, 181.30)","(2.05, 354.29, 183.60)","(298.27, 350.05, 182.79)","(357.34, 353.70, 180.89)","(356.81, 352.20, 179.32)","(291.77, 350.22, 183.84)",
"(5.26, 345.58, 351.47)","(53.05, 354.53, 343.06)","(46.37, 357.45, 345.29)","(57.93, 4.76, 79.20)","(66.30, 356.38, 67.70)","(76.36, 308.65, 27.89)","(62.32, 288.31, 183.54)","(65.38, 300.08, 194.24)","(68.06, 308.99, 174.72)","(359.66, 359.30, 181.46)","(2.10, 354.31, 183.70)","(298.26, 350.11, 182.73)","(357.39, 353.71, 180.95)","(356.82, 352.21, 179.34)","(291.74, 350.28, 183.79)",
"(5.32, 345.50, 351.54)","(52.84, 349.71, 340.60)","(46.24, 353.03, 343.14)","(57.76, 0.30, 76.69)","(66.01, 351.99, 65.03)","(75.56, 302.34, 23.81)","(60.46, 284.93, 182.73)","(64.36, 297.85, 193.43)","(66.24, 307.27, 175.13)","(359.67, 359.23, 181.50)","(2.26, 354.25, 183.66)","(298.38, 350.08, 182.70)","(357.36, 353.64, 180.97)","(356.80, 352.14, 179.31)","(291.77, 350.31, 183.68)",
"(5.35, 345.43, 351.53)","(52.57, 346.36, 338.93)","(46.04, 349.95, 341.65)","(57.53, 356.64, 74.60)","(65.50, 346.22, 61.51)","(74.59, 296.38, 19.97)","(58.91, 282.28, 182.25)","(62.33, 293.58, 191.98)","(64.41, 305.33, 175.35)","(359.80, 359.19, 181.43)","(2.38, 354.20, 183.55)","(298.45, 350.53, 182.11)","(357.36, 353.59, 180.91)","(356.78, 352.08, 179.24)","(291.65, 350.52, 183.41)",
"(5.42, 345.26, 351.35)","(51.81, 340.06, 335.79)","(45.40, 344.11, 338.83)","(56.84, 349.61, 70.60)","(64.67, 339.23, 57.39)","(73.10, 288.76, 15.45)","(56.63, 278.65, 181.74)","(60.57, 290.22, 190.95)","(61.89, 302.46, 175.44)","(359.93, 359.12, 181.22)","(2.55, 354.06, 183.23)","(298.61, 350.83, 181.61)","(357.29, 353.50, 180.74)","(356.85, 351.96, 179.06)","(291.87, 351.07, 182.63)",
"(5.41, 345.13, 351.24)","(51.28, 337.13, 334.34)","(44.94, 341.37, 337.50)","(56.15, 345.23, 68.24)","(64.03, 335.74, 55.47)","(71.99, 284.86, 13.59)","(56.12, 277.89, 181.65)","(58.83, 287.55, 190.46)","(60.15, 301.38, 176.21)","(0.05, 358.99, 181.00)","(2.66, 353.96, 183.05)","(298.63, 350.98, 181.37)","(357.26, 353.42, 180.59)","(356.98, 351.84, 178.84)","(291.92, 351.38, 182.24)",
"(5.47, 345.04, 351.17)","(50.39, 332.72, 332.17)","(44.15, 337.23, 335.49)","(55.66, 342.98, 67.06)","(63.17, 332.08, 53.51)","(70.84, 281.78, 12.43)","(53.69, 274.77, 181.67)","(57.54, 285.74, 190.23)","(58.58, 300.06, 176.74)","(0.05, 358.89, 180.92)","(2.68, 353.86, 182.94)","(298.67, 350.92, 181.27)","(357.32, 353.32, 180.45)","(357.04, 351.77, 178.75)","(291.94, 351.56, 181.95)",
"(5.49, 344.98, 351.10)","(49.98, 330.75, 331.23)","(43.79, 335.37, 334.61)","(54.84, 339.25, 65.10)","(62.17, 329.01, 52.03)","(69.77, 279.07, 11.43)","(52.53, 273.35, 181.74)","(55.58, 282.97, 189.83)","(57.05, 298.88, 177.29)","(0.06, 358.83, 180.83)","(2.64, 353.83, 182.88)","(298.64, 350.92, 181.23)","(357.35, 353.28, 180.35)","(357.05, 351.73, 178.65)","(292.09, 351.65, 181.76)",
"(5.61, 344.83, 350.98)","(49.00, 326.65, 329.31)","(42.92, 331.48, 332.79)","(53.96, 335.36, 63.09)","(61.05, 324.46, 49.74)","(68.24, 275.20, 10.00)","(50.61, 270.90, 181.76)","(53.70, 280.44, 189.66)","(55.03, 297.21, 177.99)","(0.13, 358.77, 180.83)","(2.70, 353.77, 182.93)","(298.68, 350.92, 181.16)","(357.34, 353.22, 180.31)","(357.05, 351.68, 178.64)","(292.09, 351.57, 181.75)",
"(5.58, 344.67, 351.00)","(48.53, 324.15, 328.05)","(42.52, 329.13, 331.61)","(53.14, 332.75, 62.04)","(60.10, 322.78, 49.45)","(66.99, 274.45, 10.82)","(49.25, 269.29, 181.85)","(52.76, 279.26, 189.63)","(53.94, 296.25, 178.33)","(0.14, 358.63, 180.86)","(2.70, 353.62, 182.94)","(298.69, 350.68, 181.25)","(357.37, 353.08, 180.34)","(357.04, 351.51, 178.80)","(292.00, 351.28, 181.90)",
"(5.60, 344.70, 351.06)","(47.73, 321.76, 327.00)","(41.79, 326.82, 330.57)","(52.46, 330.97, 61.21)","(59.19, 319.75, 48.16)","(65.98, 274.44, 12.13)","(47.82, 268.06, 181.97)","(51.53, 278.09, 189.80)","(52.59, 295.55, 178.75)","(0.12, 358.67, 180.89)","(2.67, 353.69, 182.96)","(298.66, 350.75, 181.28)","(357.37, 353.15, 180.41)","(357.02, 351.60, 178.85)","(291.93, 351.17, 182.14)",
"(5.55, 344.61, 351.13)","(47.19, 320.18, 326.25)","(41.30, 325.31, 329.83)","(51.86, 329.17, 60.37)","(58.81, 318.80, 47.88)","(65.10, 273.52, 12.45)","(46.69, 267.06, 182.14)","(50.26, 277.10, 190.09)","(51.99, 295.57, 179.33)","(0.15, 358.60, 180.90)","(2.74, 353.65, 182.94)","(298.69, 350.69, 181.24)","(357.34, 353.06, 180.48)","(356.96, 351.50, 178.94)","(291.97, 350.89, 182.33)",
"(5.57, 344.52, 351.10)","(46.67, 319.11, 325.81)","(40.80, 324.25, 329.38)","(51.18, 327.71, 59.79)","(57.87, 317.25, 47.41)","(64.38, 272.86, 12.69)","(45.89, 266.33, 182.40)","(49.15, 276.35, 190.40)","(51.99, 295.57, 179.33)","(0.12, 358.52, 180.92)","(2.67, 353.55, 182.96)","(298.67, 350.59, 181.29)","(357.36, 352.99, 180.52)","(356.91, 351.43, 179.02)","(291.88, 350.59, 182.57)",
"(5.49, 344.42, 351.10)","(46.12, 317.43, 325.12)","(40.30, 322.63, 328.69)","(50.56, 326.37, 59.31)","(57.42, 315.98, 46.95)","(63.57, 272.18, 13.09)","(45.05, 265.27, 182.33)","(48.18, 274.88, 190.09)","(51.99, 295.57, 179.33)","(0.09, 358.44, 180.92)","(2.72, 353.45, 183.01)","(298.58, 350.77, 181.00)","(357.23, 352.94, 180.57)","(356.82, 351.36, 179.02)","(291.78, 350.72, 182.36)",
"(5.44, 344.36, 351.07)","(45.93, 316.92, 324.89)","(40.13, 322.14, 328.46)","(50.23, 325.82, 59.10)","(57.13, 315.68, 46.95)","(63.15, 272.15, 13.53)","(44.86, 264.90, 182.30)","(48.20, 274.64, 190.12)","(49.39, 293.27, 179.90)","(359.99, 358.36, 180.95)","(2.64, 353.39, 183.05)","(298.47, 350.58, 181.14)","(357.18, 352.86, 180.55)","(356.77, 351.30, 178.97)","(291.67, 350.78, 182.25)",
"(5.38, 344.32, 351.04)","(45.93, 316.69, 324.74)","(40.14, 321.93, 328.32)","(50.08, 325.58, 58.99)","(56.82, 315.54, 47.01)","(62.85, 272.42, 14.02)","(44.96, 264.71, 182.22)","(48.37, 274.41, 190.04)","(49.39, 293.27, 179.90)","(359.89, 358.33, 180.97)","(2.50, 353.35, 183.06)","(298.32, 350.46, 181.22)","(357.10, 352.84, 180.53)","(356.70, 351.25, 178.92)","(291.59, 351.00, 181.97)",
"(5.36, 344.36, 351.05)","(45.95, 316.87, 324.80)","(40.15, 322.10, 328.37)","(50.06, 325.91, 59.22)","(56.75, 316.11, 47.45)","(62.79, 273.18, 14.67)","(45.23, 264.79, 182.15)","(48.69, 274.44, 189.96)","(49.39, 293.27, 179.90)","(359.75, 358.43, 180.98)","(2.36, 353.38, 183.06)","(298.29, 350.49, 181.29)","(357.13, 352.93, 180.47)","(356.74, 351.30, 178.85)","(291.60, 350.91, 182.14)",
"(5.39, 344.80, 351.11)","(46.06, 317.66, 325.06)","(40.24, 322.86, 328.62)","(50.26, 327.31, 60.03)","(56.98, 317.86, 48.55)","(63.05, 274.86, 15.75)","(45.83, 265.26, 181.95)","(49.25, 274.81, 189.85)","(49.39, 293.27, 179.90)","(359.73, 358.84, 180.99)","(2.36, 353.82, 183.06)","(298.23, 350.77, 181.43)","(357.14, 353.36, 180.57)","(356.74, 351.68, 178.97)","(291.61, 350.89, 182.60)",
"(5.39, 344.90, 351.22)","(46.31, 318.48, 325.26)","(40.48, 323.68, 328.83)","(50.46, 328.39, 60.50)","(57.17, 319.06, 49.09)","(63.28, 276.11, 16.35)","(46.19, 265.55, 181.79)","(49.84, 275.24, 189.69)","(49.39, 293.27, 179.90)","(359.71, 358.99, 181.05)","(2.32, 354.00, 183.13)","(298.14, 350.83, 181.52)","(357.14, 353.44, 180.68)","(356.71, 351.84, 179.16)","(291.59, 350.77, 182.88)",
"(5.37, 344.92, 351.32)","(46.76, 319.79, 325.65)","(40.90, 324.97, 329.24)","(50.78, 329.72, 61.04)","(57.47, 320.53, 49.70)","(63.57, 277.62, 16.99)","(47.06, 266.21, 181.25)","(50.53, 275.70, 189.31)","(49.39, 293.27, 179.90)","(359.68, 359.05, 181.13)","(2.25, 354.05, 183.20)","(298.11, 350.67, 181.74)","(357.16, 353.51, 180.76)","(356.68, 351.88, 179.21)","(291.54, 350.74, 182.98)",
"(5.38, 345.10, 351.35)","(47.32, 321.48, 326.17)","(41.43, 326.63, 329.78)","(51.21, 331.42, 61.81)","(57.84, 322.07, 50.43)","(64.02, 279.43, 17.77)","(47.68, 266.77, 180.86)","(51.30, 276.35, 188.91)","(52.60, 293.23, 176.36)","(359.65, 359.22, 181.22)","(2.26, 354.22, 183.32)","(298.19, 350.60, 182.04)","(357.15, 353.69, 180.77)","(356.64, 352.02, 179.21)","(291.50, 350.82, 183.08)",
"(5.46, 345.38, 351.39)","(48.10, 324.21, 327.07)","(42.16, 329.29, 330.68)","(51.98, 334.58, 63.29)","(58.54, 325.12, 51.93)","(64.92, 282.81, 19.29)","(49.00, 268.02, 180.16)","(51.71, 276.79, 188.76)","(54.00, 293.94, 175.07)","(359.72, 359.60, 181.25)","(2.33, 354.65, 183.40)","(298.20, 351.00, 182.01)","(357.08, 354.04, 180.74)","(356.60, 352.39, 179.14)","(291.53, 351.43, 182.77)",
"(5.43, 345.39, 351.28)","(48.73, 326.29, 327.74)","(42.75, 331.33, 331.36)","(52.43, 336.58, 64.21)","(59.18, 328.19, 53.39)","(65.59, 285.36, 20.34)","(50.07, 268.97, 179.60)","(53.90, 278.86, 187.95)","(55.14, 294.30, 173.93)","(359.74, 359.64, 181.14)","(2.31, 354.69, 183.24)","(298.10, 351.44, 181.51)","(357.10, 354.06, 180.66)","(356.66, 352.42, 179.07)","(291.67, 351.80, 182.39)",
