Hips,Spine1,Head,LeftUpperArm,LeftForeArm,LeftHand,RightUpperArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot
"(1.05, 357.84, 353.16)","(1.42, 2.27, 359.08)","(354.48, 2.38, 359.08)","(335.14, 66.73, 99.00)","(344.98, 64.52, 94.17)","(353.24, 39.30, 76.97)","(19.20, 290.41, 255.88)","(23.79, 296.11, 267.82)","(23.54, 312.64, 266.93)","(359.53, 3.47, 177.34)","(2.31, 3.30, 177.86)","(297.11, 12.80, 169.08)","(358.26, 3.28, 178.43)","(0.89, 2.94, 176.95)","(295.89, 3.75, 179.73)",
"(1.07, 357.22, 353.16)","(1.80, 2.28, 359.04)","(354.86, 2.39, 359.04)","(335.75, 66.42, 100.10)","(345.61, 64.37, 95.30)","(353.85, 40.19, 77.89)","(21.13, 289.13, 251.30)","(25.37, 294.65, 263.26)","(25.89, 311.43, 261.56)","(359.68, 3.02, 177.36)","(2.36, 2.83, 177.90)","(297.10, 12.16, 169.22)","(358.32, 2.81, 178.49)","(0.90, 2.48, 177.08)","(295.96, 3.16, 179.85)",
"(1.04, 356.74, 353.14)","(2.11, 2.24, 358.85)","(355.17, 2.38, 358.85)","(336.50, 66.37, 100.95)","(346.50, 64.57, 96.24)","(354.57, 40.30, 78.61)","(22.36, 287.82, 247.43)","(26.39, 293.63, 259.16)","(27.03, 310.10, 258.09)","(359.45, 2.48, 177.50)","(2.05, 2.32, 178.01)","(297.07, 12.09, 169.22)","(358.48, 2.40, 178.53)","(1.06, 1.95, 177.21)","(296.02, 2.27, 180.31)",
"(1.08, 356.53, 353.11)","(2.58, 2.55, 358.51)","(355.64, 2.73, 358.51)","(337.43, 66.42, 101.96)","(347.39, 64.81, 97.23)","(355.49, 39.97, 79.40)","(22.74, 286.94, 245.01)","(26.90, 292.65, 256.30)","(27.48, 307.56, 254.45)","(359.21, 2.42, 177.56)","(1.70, 2.23, 177.96)","(297.07, 12.09, 169.22)","(358.63, 2.36, 178.58)","(1.13, 1.92, 177.31)","(296.04, 1.79, 180.81)",
"(1.03, 356.63, 353.16)","(3.25, 3.09, 358.26)","(356.32, 3.30, 358.26)","(338.68, 66.64, 103.27)","(347.91, 65.20, 98.15)","(355.97, 41.15, 80.57)","(23.06, 285.57, 241.05)","(27.16, 291.48, 252.94)","(27.22, 306.05, 250.97)","(359.06, 2.65, 177.54)","(1.58, 2.42, 177.88)","(297.07, 12.09, 169.22)","(358.66, 2.56, 178.68)","(1.16, 2.13, 177.41)","(296.00, 1.89, 180.94)",
"(0.90, 356.32, 353.13)","(5.36, 4.28, 357.76)","(358.42, 4.56, 357.77)","(339.01, 67.40, 105.40)","(347.48, 66.56, 100.80)","(355.71, 42.42, 82.80)","(22.38, 284.60, 238.31)","(26.40, 290.06, 249.09)","(26.79, 307.57, 247.28)","(358.95, 2.50, 177.55)","(1.32, 2.19, 177.93)","(296.03, 12.00, 168.88)","(358.54, 2.31, 178.75)","(1.12, 1.88, 177.48)","(296.07, 1.73, 180.80)",
"(0.80, 355.90, 353.10)","(7.12, 4.58, 357.33)","(0.19, 4.91, 357.35)","(339.45, 68.70, 107.49)","(347.86, 67.83, 102.20)","(356.66, 41.55, 84.25)","(21.94, 284.19, 237.32)","(25.90, 289.77, 248.23)","(24.93, 306.90, 246.57)","(358.84, 2.18, 177.65)","(1.05, 1.78, 178.17)","(295.73, 11.24, 169.33)","(358.54, 1.88, 178.80)","(1.21, 1.50, 177.52)","(296.03, 1.29, 180.93)",
"(0.78, 355.58, 353.05)","(8.33, 4.86, 356.85)","(1.40, 5.24, 356.89)","(340.22, 69.82, 108.97)","(348.48, 69.28, 103.63)","(357.48, 45.48, 85.10)","(21.70, 284.05, 236.36)","(25.67, 289.73, 247.43)","(26.09, 305.47, 245.20)","(358.76, 1.92, 177.82)","(0.97, 1.64, 178.28)","(295.79, 10.72, 169.73)","(358.54, 1.71, 178.98)","(1.20, 1.31, 177.75)","(295.95, 0.49, 181.55)",
"(0.75, 355.44, 353.11)","(9.06, 5.44, 356.59)","(2.13, 5.85, 356.63)","(341.45, 71.63, 111.22)","(349.63, 71.87, 106.03)","(358.29, 48.19, 87.40)","(21.69, 284.31, 235.58)","(25.45, 289.79, 246.59)","(25.59, 305.65, 244.34)","(358.91, 1.89, 177.88)","(1.26, 1.59, 178.33)","(296.28, 10.39, 170.02)","(358.59, 1.71, 179.15)","(1.25, 1.33, 177.96)","(296.11, 359.86, 182.21)",
"(1.04, 355.32, 353.25)","(9.85, 6.49, 356.48)","(2.93, 6.91, 356.53)","(343.32, 74.60, 115.34)","(350.27, 73.58, 107.77)","(358.76, 49.19, 88.96)","(22.03, 285.29, 234.44)","(25.85, 290.92, 245.62)","(26.22, 307.10, 242.87)","(359.43, 1.89, 177.94)","(1.83, 1.57, 178.48)","(296.84, 10.03, 170.35)","(358.79, 1.73, 179.43)","(1.29, 1.38, 178.31)","(295.97, 359.10, 183.14)",
"(1.21, 355.13, 353.36)","(10.62, 7.38, 356.40)","(3.69, 7.82, 356.46)","(344.28, 75.49, 117.11)","(352.34, 76.89, 111.87)","(1.02, 54.21, 92.68)","(22.21, 285.98, 233.95)","(26.10, 291.92, 245.13)","(26.92, 307.36, 242.17)","(359.63, 1.80, 178.02)","(2.01, 1.43, 178.62)","(297.01, 9.58, 170.69)","(358.94, 1.63, 179.58)","(1.44, 1.29, 178.48)","(296.22, 358.73, 183.42)",
"(1.35, 354.91, 353.45)","(11.41, 8.60, 356.42)","(4.48, 9.03, 356.48)","(345.73, 76.37, 119.47)","(354.16, 78.46, 114.73)","(4.01, 55.00, 95.00)","(22.77, 287.61, 232.69)","(26.49, 293.19, 244.21)","(27.24, 308.17, 240.83)","(359.80, 1.61, 178.20)","(2.14, 1.29, 178.77)","(297.17, 9.24, 170.95)","(359.17, 1.49, 179.63)","(1.74, 1.17, 178.51)","(296.46, 358.68, 183.37)",
"(1.56, 354.73, 353.48)","(12.61, 10.62, 356.73)","(5.68, 11.02, 356.79)","(348.01, 77.31, 123.24)","(356.09, 79.68, 118.09)","(6.31, 56.67, 98.09)","(23.26, 288.83, 231.82)","(26.99, 294.52, 243.42)","(27.85, 310.17, 239.72)","(359.91, 1.54, 178.28)","(2.24, 1.19, 178.91)","(297.20, 9.01, 171.13)","(359.44, 1.41, 179.56)","(2.05, 1.07, 178.50)","(296.66, 358.58, 183.40)",
"(1.85, 354.45, 353.57)","(14.45, 13.03, 356.98)","(7.52, 13.40, 357.05)","(351.56, 78.84, 128.67)","(358.54, 81.46, 122.50)","(6.35, 62.62, 105.15)","(24.10, 291.27, 229.97)","(27.72, 297.56, 241.49)","(29.36, 311.80, 237.28)","(0.09, 1.41, 178.50)","(2.36, 1.08, 179.21)","(297.40, 8.29, 171.82)","(359.90, 1.29, 179.61)","(2.44, 0.97, 178.64)","(297.04, 358.11, 183.82)",
"(2.03, 354.42, 353.64)","(16.01, 15.13, 356.99)","(9.08, 15.50, 357.07)","(354.40, 80.54, 132.67)","(1.71, 84.54, 128.20)","(8.76, 66.03, 110.45)","(24.42, 292.87, 228.37)","(27.75, 299.05, 240.23)","(29.13, 311.47, 235.41)","(0.31, 1.42, 178.65)","(2.60, 1.11, 179.39)","(297.68, 7.94, 172.24)","(0.13, 1.33, 179.69)","(2.64, 1.01, 178.79)","(297.27, 357.70, 184.34)",
"(2.31, 354.35, 353.77)","(17.44, 16.99, 356.89)","(10.51, 17.37, 356.98)","(357.81, 83.20, 137.61)","(4.17, 87.61, 132.83)","(10.40, 70.09, 115.51)","(24.46, 293.78, 227.48)","(27.62, 300.23, 239.25)","(28.35, 312.79, 233.91)","(0.63, 1.44, 178.85)","(2.84, 1.12, 179.60)","(297.94, 7.59, 172.64)","(0.38, 1.35, 179.82)","(2.87, 1.06, 179.04)","(297.44, 357.41, 184.69)",
"(2.57, 354.22, 353.94)","(19.19, 18.95, 356.86)","(12.26, 19.34, 356.96)","(0.61, 85.71, 141.94)","(6.79, 91.37, 138.34)","(12.23, 75.08, 120.55)","(24.53, 295.38, 225.75)","(27.49, 301.65, 237.96)","(28.53, 315.46, 232.88)","(0.88, 1.43, 179.05)","(3.06, 1.11, 179.84)","(298.24, 7.13, 173.16)","(0.61, 1.34, 179.94)","(3.08, 1.06, 179.21)","(297.70, 357.05, 185.09)",
"(2.81, 354.06, 354.07)","(20.97, 20.88, 356.91)","(14.04, 21.27, 357.02)","(2.41, 87.41, 144.75)","(8.92, 94.47, 142.74)","(14.08, 77.97, 125.12)","(24.73, 296.71, 223.99)","(27.54, 303.05, 236.31)","(30.16, 317.65, 230.39)","(1.15, 1.33, 179.29)","(3.24, 1.06, 180.03)","(298.44, 6.62, 173.64)","(0.87, 1.28, 180.04)","(3.28, 1.01, 179.33)","(297.96, 356.70, 185.40)",
"(3.26, 353.93, 354.25)","(23.74, 23.60, 356.91)","(16.81, 23.99, 357.05)","(6.14, 91.09, 150.61)","(11.52, 98.41, 148.07)","(16.08, 83.16, 131.67)","(25.06, 299.01, 220.95)","(27.67, 305.36, 233.61)","(29.57, 318.43, 227.77)","(1.34, 1.27, 179.51)","(3.48, 0.97, 180.41)","(298.67, 6.22, 174.05)","(1.31, 1.24, 180.08)","(3.49, 0.97, 179.36)","(298.16, 356.64, 185.41)",
"(3.56, 353.82, 354.37)","(25.33, 25.02, 356.83)","(18.40, 25.43, 356.98)","(8.49, 93.62, 154.34)","(13.28, 101.42, 152.05)","(16.67, 86.86, 136.33)","(25.02, 300.23, 219.09)","(27.40, 306.99, 231.63)","(28.81, 317.58, 225.62)","(1.66, 1.28, 179.73)","(3.75, 0.99, 180.63)","(299.00, 5.83, 174.51)","(1.50, 1.25, 180.06)","(3.62, 0.96, 179.34)","(298.34, 356.64, 185.38)",
"(3.83, 353.63, 354.44)","(28.03, 26.99, 356.50)","(21.10, 27.45, 356.69)","(10.97, 96.71, 158.64)","(14.75, 104.52, 155.98)","(17.03, 90.45, 140.71)","(24.83, 301.08, 217.54)","(26.93, 308.11, 229.85)","(27.55, 318.79, 223.61)","(1.97, 1.17, 179.85)","(3.86, 0.94, 180.72)","(299.08, 5.51, 174.71)","(1.76, 1.12, 180.05)","(3.90, 0.81, 179.37)","(298.57, 356.54, 185.39)",
"(4.10, 353.43, 354.44)","(29.69, 27.93, 356.24)","(22.76, 28.43, 356.46)","(12.46, 98.75, 161.46)","(15.95, 107.25, 159.42)","(18.30, 93.27, 144.06)","(24.48, 301.84, 215.64)","(26.32, 308.92, 228.03)","(27.25, 319.78, 221.88)","(2.21, 1.02, 179.88)","(4.00, 0.77, 180.90)","(299.21, 5.23, 174.97)","(2.03, 0.98, 180.05)","(3.99, 0.71, 179.43)","(298.81, 356.05, 185.75)",
"(4.47, 353.44, 354.53)","(33.22, 28.95, 355.53)","(26.30, 29.56, 355.83)","(14.69, 101.52, 165.56)","(17.39, 109.83, 162.75)","(19.25, 95.73, 147.64)","(23.82, 302.31, 213.06)","(25.98, 309.18, 227.11)","(26.12, 320.28, 218.89)","(2.40, 1.12, 180.03)","(4.13, 0.85, 180.97)","(299.31, 5.24, 175.08)","(2.40, 1.09, 180.12)","(4.34, 0.83, 179.62)","(299.12, 355.89, 186.07)",
"(4.55, 353.39, 354.56)","(35.08, 29.11, 354.64)","(28.16, 29.85, 355.02)","(15.63, 102.48, 166.76)","(17.91, 110.64, 163.44)","(19.83, 96.75, 148.60)","(22.87, 302.36, 210.60)","(24.75, 309.44, 223.91)","(25.00, 320.31, 217.19)","(2.54, 1.15, 180.07)","(4.19, 0.85, 181.14)","(299.29, 5.10, 175.23)","(2.59, 1.07, 180.13)","(4.49, 0.83, 179.67)","(299.19, 355.83, 186.15)",
"(4.69, 353.26, 354.58)","(36.73, 29.08, 353.77)","(29.83, 29.95, 354.24)","(16.16, 103.01, 167.32)","(18.49, 111.43, 164.11)","(19.08, 98.02, 150.19)","(22.00, 302.43, 209.14)","(24.75, 309.44, 223.91)","(23.93, 320.71, 216.04)","(2.66, 1.06, 180.17)","(4.22, 0.79, 181.22)","(299.36, 4.92, 175.38)","(2.63, 1.02, 180.21)","(4.55, 0.77, 179.80)","(299.26, 355.63, 186.31)",
"(4.70, 353.23, 354.55)","(37.71, 28.89, 352.88)","(30.82, 29.89, 353.44)","(16.63, 103.37, 167.62)","(18.88, 111.82, 164.40)","(19.95, 97.94, 150.04)","(21.14, 302.52, 207.79)","(24.75, 309.44, 223.91)","(23.64, 321.17, 214.62)","(2.71, 1.07, 180.19)","(4.24, 0.80, 181.27)","(299.37, 4.81, 175.51)","(2.76, 1.00, 180.18)","(4.65, 0.79, 179.82)","(299.27, 355.46, 186.53)",
"(4.79, 353.30, 354.57)","(38.82, 29.17, 351.75)","(31.94, 30.34, 352.43)","(17.36, 104.74, 168.19)","(19.50, 113.32, 165.05)","(20.37, 99.56, 150.81)","(20.21, 303.12, 206.11)","(21.49, 310.48, 218.79)","(21.87, 321.23, 213.13)","(2.87, 1.19, 180.24)","(4.26, 0.91, 181.45)","(299.42, 4.58, 175.86)","(2.78, 1.18, 180.27)","(4.66, 0.97, 179.96)","(299.38, 355.48, 186.68)",
"(4.80, 353.13, 354.59)","(40.03, 29.97, 350.96)","(33.17, 31.27, 351.74)","(17.87, 106.16, 168.99)","(19.73, 114.67, 165.99)","(20.45, 101.13, 152.09)","(19.91, 303.98, 204.91)","(21.30, 311.49, 217.61)","(22.91, 323.14, 211.46)","(2.95, 1.15, 180.33)","(4.34, 0.91, 181.58)","(299.49, 4.47, 176.00)","(2.88, 1.06, 180.34)","(4.71, 0.87, 180.09)","(299.53, 355.12, 186.94)",
"(4.86, 353.01, 354.64)","(41.13, 31.26, 350.91)","(34.27, 32.58, 351.72)","(18.13, 107.73, 169.95)","(19.83, 116.38, 167.09)","(20.78, 102.57, 153.05)","(20.04, 305.30, 203.69)","(21.44, 312.73, 216.62)","(23.11, 324.14, 210.40)","(2.97, 1.11, 180.44)","(4.32, 0.86, 181.71)","(299.42, 4.26, 176.18)","(2.99, 0.99, 180.41)","(4.84, 0.85, 180.23)","(299.68, 354.85, 187.20)",
"(4.91, 352.96, 354.69)","(42.52, 33.14, 351.47)","(35.65, 34.41, 352.27)","(18.04, 109.11, 170.89)","(19.39, 118.18, 168.07)","(20.12, 103.89, 154.00)","(20.41, 306.16, 202.86)","(21.79, 313.75, 215.93)","(22.80, 324.51, 209.71)","(2.84, 1.10, 180.50)","(4.24, 0.84, 181.72)","(299.39, 4.13, 176.29)","(3.05, 0.98, 180.51)","(4.90, 0.85, 180.33)","(299.67, 354.69, 187.37)",
"(4.93, 352.62, 354.70)","(43.87, 36.13, 352.70)","(36.98, 37.24, 353.42)","(16.88, 111.77, 172.07)","(17.94, 120.55, 168.77)","(18.41, 106.29, 154.33)","(21.35, 307.85, 201.53)","(22.21, 314.71, 215.24)","(23.87, 326.15, 208.15)","(2.80, 0.83, 180.57)","(4.05, 0.52, 181.74)","(299.16, 3.78, 176.31)","(2.92, 0.72, 180.61)","(4.73, 0.60, 180.39)","(299.51, 354.60, 187.22)",
"(4.76, 352.42, 354.65)","(44.58, 38.28, 353.78)","(37.67, 39.23, 354.40)","(15.77, 113.21, 172.37)","(16.49, 122.10, 168.67)","(16.62, 107.89, 154.06)","(22.00, 308.89, 201.08)","(23.31, 317.01, 214.36)","(24.86, 327.73, 207.53)","(2.48, 0.62, 180.56)","(3.86, 0.34, 181.65)","(299.04, 3.61, 176.31)","(2.82, 0.51, 180.62)","(4.66, 0.38, 180.33)","(299.37, 354.27, 187.29)",
"(4.65, 352.57, 354.62)","(44.99, 40.48, 355.02)","(38.07, 41.24, 355.53)","(14.72, 114.16, 172.31)","(15.49, 122.93, 168.23)","(15.30, 108.93, 153.43)","(23.22, 310.47, 200.61)","(24.26, 318.61, 214.17)","(25.78, 328.80, 207.15)","(2.25, 0.83, 180.50)","(3.73, 0.50, 181.50)","(298.87, 4.13, 175.93)","(2.69, 0.67, 180.60)","(4.53, 0.55, 180.23)","(299.24, 354.51, 187.17)",
"(4.56, 352.63, 354.57)","(45.04, 42.59, 356.05)","(38.11, 43.19, 356.46)","(13.50, 115.23, 171.90)","(14.40, 123.94, 167.55)","(14.31, 109.89, 152.53)","(24.12, 311.81, 200.58)","(24.80, 319.59, 214.25)","(26.84, 330.13, 206.98)","(2.25, 0.83, 180.50)","(3.64, 0.55, 181.21)","(298.72, 4.72, 175.30)","(2.37, 0.80, 180.57)","(4.28, 0.66, 180.14)","(299.01, 354.90, 186.87)",
"(4.27, 352.58, 354.30)","(44.51, 45.58, 356.90)","(37.58, 46.05, 357.21)","(12.37, 116.87, 171.18)","(13.29, 126.09, 166.26)","(13.62, 112.04, 151.13)","(24.95, 314.30, 201.28)","(25.55, 322.48, 215.28)","(27.79, 332.83, 207.99)","(1.92, 0.83, 180.04)","(3.68, 0.48, 180.79)","(298.81, 5.33, 174.54)","(2.10, 0.77, 180.47)","(4.09, 0.62, 179.99)","(298.86, 355.10, 186.60)",
"(4.00, 352.65, 354.13)","(44.02, 47.84, 357.26)","(37.09, 48.25, 357.53)","(11.24, 119.68, 169.87)","(12.75, 127.96, 165.11)","(13.34, 113.46, 150.00)","(25.38, 316.48, 202.09)","(25.92, 325.21, 216.44)","(29.22, 335.37, 208.56)","(1.77, 0.93, 179.71)","(3.86, 0.58, 180.45)","(298.97, 6.19, 173.71)","(1.99, 0.83, 180.37)","(4.15, 0.74, 179.88)","(298.90, 355.26, 186.50)",
"(3.76, 352.89, 353.89)","(43.34, 50.31, 357.44)","(36.40, 50.70, 357.69)","(10.84, 121.13, 169.17)","(12.50, 129.33, 164.29)","(13.48, 115.34, 148.93)","(25.82, 318.88, 202.96)","(26.24, 328.05, 217.51)","(30.16, 337.67, 209.20)","(1.67, 1.12, 179.42)","(3.77, 0.73, 180.17)","(298.75, 6.83, 173.18)","(1.85, 1.11, 180.27)","(4.10, 0.96, 179.80)","(298.87, 355.63, 186.30)",
"(3.53, 352.95, 353.64)","(43.16, 52.42, 357.69)","(36.22, 52.77, 357.91)","(10.35, 122.70, 168.39)","(12.20, 130.82, 163.37)","(13.30, 116.65, 148.13)","(26.17, 321.05, 203.50)","(26.41, 330.30, 218.04)","(29.85, 339.50, 209.95)","(1.36, 1.20, 179.22)","(3.24, 0.84, 179.94)","(298.18, 7.05, 172.99)","(1.69, 1.17, 180.19)","(4.01, 1.03, 179.75)","(298.78, 356.07, 185.99)",
"(3.22, 353.10, 353.36)","(42.82, 55.39, 357.95)","(35.88, 55.70, 358.14)","(9.55, 124.91, 167.44)","(11.44, 132.88, 162.15)","(12.67, 118.64, 146.84)","(26.62, 324.20, 203.98)","(26.57, 332.96, 218.46)","(29.60, 342.35, 210.11)","(0.48, 1.38, 179.14)","(2.22, 1.04, 179.85)","(297.15, 7.18, 173.11)","(1.37, 1.27, 180.09)","(3.60, 1.17, 179.49)","(298.27, 356.65, 185.47)",
"(2.92, 353.30, 353.20)","(42.83, 57.25, 358.27)","(35.89, 57.51, 358.43)","(8.88, 126.27, 166.80)","(10.85, 134.19, 161.41)","(12.12, 119.99, 146.13)","(26.84, 325.82, 204.21)","(26.60, 334.40, 218.68)","(29.79, 344.28, 210.62)","(0.14, 1.65, 179.15)","(1.93, 1.34, 179.85)","(296.91, 7.55, 172.96)","(0.73, 1.54, 180.04)","(2.83, 1.40, 179.30)","(297.51, 357.22, 185.09)",
"(2.60, 353.44, 353.11)","(42.64, 58.65, 358.36)","(35.70, 58.89, 358.52)","(8.20, 127.71, 166.26)","(10.19, 135.86, 160.69)","(11.79, 121.38, 145.43)","(27.07, 327.53, 204.61)","(26.71, 336.80, 219.34)","(30.53, 346.41, 211.13)","(359.95, 1.83, 179.05)","(1.89, 1.51, 179.72)","(296.87, 7.99, 172.68)","(0.10, 1.70, 180.07)","(2.21, 1.54, 179.16)","(296.83, 357.66, 184.74)",
"(2.32, 353.51, 353.04)","(42.31, 60.24, 358.43)","(35.37, 60.47, 358.58)","(7.67, 129.43, 165.66)","(9.86, 137.28, 160.12)","(11.42, 123.00, 144.77)","(27.22, 329.54, 205.21)","(26.72, 338.92, 220.13)","(30.92, 348.23, 211.85)","(359.81, 1.86, 178.85)","(1.96, 1.51, 179.60)","(296.99, 8.43, 172.19)","(359.60, 1.75, 180.13)","(1.63, 1.55, 179.11)","(296.43, 357.72, 184.66)",
"(1.73, 353.51, 352.84)","(41.44, 63.35, 358.21)","(34.50, 63.61, 358.37)","(7.44, 132.95, 164.61)","(9.89, 140.71, 158.93)","(11.87, 126.21, 143.71)","(27.32, 333.26, 206.55)","(26.59, 342.76, 221.60)","(31.84, 353.01, 213.54)","(359.70, 1.83, 178.54)","(2.00, 1.45, 179.09)","(296.96, 9.25, 171.23)","(359.02, 1.80, 180.23)","(1.30, 1.58, 179.13)","(296.18, 357.71, 184.76)",
"(1.42, 353.72, 352.71)","(40.85, 65.34, 357.96)","(33.91, 65.64, 358.14)","(7.27, 134.79, 163.74)","(9.99, 142.63, 158.06)","(12.13, 127.75, 142.90)","(27.37, 335.40, 207.38)","(26.43, 345.36, 222.54)","(31.86, 355.61, 214.51)","(359.55, 1.99, 178.39)","(1.81, 1.64, 178.93)","(296.79, 9.69, 170.91)","(358.91, 2.03, 180.21)","(1.26, 1.82, 179.09)","(296.11, 358.01, 184.68)",
"(1.32, 354.00, 352.66)","(40.50, 67.12, 357.68)","(33.57, 67.46, 357.88)","(6.85, 136.28, 162.55)","(9.77, 143.99, 156.68)","(12.35, 129.09, 141.23)","(27.37, 338.15, 208.29)","(26.14, 347.64, 223.23)","(31.74, 358.10, 215.32)","(359.25, 2.29, 178.30)","(1.36, 2.00, 178.84)","(296.40, 9.79, 171.10)","(358.78, 2.34, 180.18)","(1.17, 2.03, 179.04)","(296.18, 358.37, 184.67)",
"(1.18, 354.40, 352.64)","(40.31, 68.73, 357.51)","(33.38, 69.09, 357.73)","(6.05, 137.37, 160.96)","(9.04, 145.04, 154.57)","(11.94, 129.91, 139.53)","(27.24, 339.70, 208.64)","(25.78, 349.45, 223.53)","(31.02, 359.78, 215.64)","(358.77, 2.93, 178.41)","(0.87, 2.57, 178.99)","(295.78, 10.13, 171.46)","(358.70, 2.89, 180.14)","(1.17, 2.03, 179.04)","(296.06, 359.00, 184.51)",
"(0.78, 355.04, 352.64)","(40.22, 70.93, 357.34)","(33.28, 71.31, 357.57)","(4.23, 138.50, 158.31)","(7.65, 145.80, 151.86)","(10.83, 130.78, 136.34)","(27.01, 342.04, 208.86)","(25.36, 351.25, 223.56)","(30.87, 0.03, 215.68)","(358.09, 3.66, 178.61)","(0.01, 3.29, 179.11)","(294.78, 10.67, 171.65)","(358.30, 3.47, 180.24)","(0.63, 3.30, 178.98)","(295.74, 359.73, 184.35)",
"(0.52, 355.12, 352.69)","(40.03, 72.23, 357.29)","(33.09, 72.62, 357.52)","(2.59, 139.01, 156.27)","(6.54, 146.12, 150.00)","(9.80, 131.08, 133.93)","(26.93, 343.13, 208.97)","(25.19, 352.44, 223.69)","(31.25, 3.38, 216.23)","(357.70, 3.78, 178.66)","(359.60, 3.40, 179.07)","(294.41, 10.74, 171.67)","(357.89, 3.59, 180.46)","(0.21, 3.41, 179.12)","(295.19, 359.47, 184.79)",
"(0.09, 355.11, 352.75)","(39.71, 73.29, 357.30)","(32.77, 73.68, 357.53)","(1.26, 139.40, 154.57)","(4.83, 146.50, 147.00)","(9.06, 131.28, 131.46)","(26.96, 344.26, 209.22)","(25.14, 353.80, 224.00)","(30.82, 4.17, 216.67)","(357.41, 3.85, 178.68)","(359.43, 3.45, 179.01)","(294.29, 10.87, 171.57)","(357.62, 3.61, 180.64)","(359.85, 3.45, 179.28)","(294.65, 359.25, 185.08)",
"(359.74, 354.92, 352.83)","(39.23, 74.60, 357.39)","(32.30, 74.98, 357.60)","(359.94, 139.80, 152.86)","(3.60, 146.82, 144.85)","(8.48, 131.39, 130.33)","(27.11, 345.49, 209.71)","(25.28, 355.08, 224.47)","(31.72, 6.19, 217.03)","(357.27, 3.72, 178.66)","(359.33, 3.29, 179.01)","(294.27, 10.86, 171.56)","(357.02, 3.43, 180.97)","(359.16, 3.26, 179.48)","(294.15, 358.79, 185.37)",
"(359.25, 354.52, 352.96)","(38.71, 75.84, 357.56)","(31.78, 76.18, 357.76)","(357.17, 140.80, 149.42)","(1.60, 147.48, 142.05)","(6.76, 131.66, 126.16)","(27.43, 347.40, 210.82)","(25.47, 356.88, 225.51)","(32.18, 8.39, 218.45)","(357.08, 3.39, 178.74)","(359.21, 2.89, 179.06)","(294.27, 10.86, 171.56)","(356.58, 3.05, 181.22)","(358.78, 2.96, 179.54)","(293.62, 358.45, 185.33)",
"(358.96, 354.20, 353.03)","(38.21, 76.62, 357.72)","(31.27, 76.94, 357.90)","(355.74, 141.36, 147.75)","(0.27, 147.98, 140.03)","(5.76, 132.02, 124.01)","(27.61, 348.32, 211.50)","(25.61, 358.21, 226.42)","(32.41, 9.68, 219.27)","(356.81, 3.05, 178.80)","(358.95, 2.62, 179.06)","(294.27, 10.86, 171.56)","(356.37, 2.88, 181.30)","(358.45, 2.69, 179.55)","(293.39, 358.27, 185.25)",
"(358.69, 353.85, 353.12)","(37.61, 77.59, 357.81)","(30.67, 77.90, 357.99)","(354.24, 142.03, 146.19)","(359.26, 148.43, 138.38)","(4.94, 132.21, 122.15)","(27.72, 349.34, 212.27)","(25.62, 359.09, 227.04)","(32.73, 11.05, 220.01)","(356.53, 2.73, 178.88)","(358.62, 2.34, 179.09)","(294.27, 10.86, 171.56)","(356.15, 2.50, 181.44)","(358.23, 2.30, 179.62)","(293.36, 357.72, 185.49)",
"(358.38, 353.65, 353.18)","(37.12, 78.23, 357.79)","(30.19, 78.54, 357.96)","(353.13, 142.63, 144.72)","(358.55, 148.82, 137.14)","(4.32, 132.60, 120.56)","(27.71, 350.39, 213.05)","(25.54, 359.85, 227.57)","(32.60, 11.86, 220.58)","(356.20, 2.57, 178.95)","(358.26, 2.15, 179.17)","(293.03, 8.93, 172.22)","(356.09, 2.29, 181.57)","(358.21, 2.10, 179.73)","(293.20, 357.14, 185.94)",
"(358.13, 353.84, 353.34)","(36.44, 78.89, 357.47)","(29.51, 79.24, 357.66)","(352.16, 143.42, 142.93)","(358.10, 149.41, 135.43)","(4.46, 133.10, 118.48)","(27.45, 351.46, 213.82)","(25.24, 1.12, 228.32)","(32.36, 12.98, 221.24)","(355.75, 2.75, 179.09)","(357.69, 2.41, 179.29)","(292.68, 8.56, 172.86)","(355.95, 2.52, 181.86)","(357.99, 2.35, 180.02)","(292.98, 356.65, 186.75)",
"(357.95, 354.00, 353.52)","(36.17, 78.96, 357.11)","(29.24, 79.36, 357.32)","(352.13, 143.77, 142.17)","(358.28, 149.59, 134.87)","(4.91, 133.38, 117.91)","(27.23, 351.87, 214.16)","(24.90, 1.69, 228.74)","(32.14, 13.64, 221.66)","(355.50, 3.02, 179.34)","(357.52, 2.65, 179.50)","(292.43, 8.09, 173.70)","(355.83, 2.76, 182.15)","(357.82, 2.57, 180.23)","(292.77, 356.28, 187.44)",
"(357.77, 354.03, 353.69)","(35.87, 78.71, 356.70)","(28.94, 79.17, 356.95)","(352.32, 143.85, 141.93)","(358.69, 149.62, 134.80)","(5.57, 133.05, 118.05)","(26.87, 352.02, 214.46)","(24.63, 1.77, 228.85)","(31.31, 13.76, 221.87)","(355.35, 3.12, 179.58)","(357.26, 2.76, 179.74)","(292.14, 7.75, 174.15)","(355.64, 2.81, 182.44)","(357.55, 2.68, 180.49)","(292.54, 356.02, 187.85)",
