Hips,Spine1,Head,LeftArm,LeftForeArm,LeftHand,RightArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandRing1,RightHandRing2,RightHandRing3,RightHandThumb1,RightHandThumb2,RightHandThumb3
"(42.95, 1.37, 359.62)","(348.00, 3.09, 1.03)","(32.67, 359.44, 359.41)","(75.01, 189.20, 188.29)","(78.59, 85.58, 86.17)","(15.54, 128.12, 82.98)","(51.05, 206.05, 200.83)","(53.82, 244.63, 245.95)","(14.26, 244.84, 266.14)","(348.78, 9.84, 163.05)","(3.26, 358.43, 174.55)","(303.27, 8.59, 176.91)","(351.37, 4.06, 191.57)","(359.85, 359.93, 184.79)","(302.04, 345.94, 187.24)","(9.53, 209.50, 104.16)","(348.11, 286.27, 102.26)","(345.96, 7.98, 80.29)","(13.81, 189.35, 100.04)","(358.71, 246.99, 106.97)","(344.83, 305.20, 97.79)","(14.75, 183.41, 98.57)","(2.12, 235.84, 106.88)","(347.86, 287.47, 102.01)","(12.49, 196.38, 101.64)","(354.72, 260.39, 106.19)","(343.07, 326.92, 91.72)","(43.60, 152.68, 62.52)","(33.62, 181.69, 100.90)","(15.97, 184.18, 143.69)","(358.02, 162.64, 255.36)","(345.23, 79.43, 270.19)","(358.38, 356.31, 284.68)","(359.19, 167.10, 255.25)","(345.40, 88.94, 267.77)","(354.96, 9.71, 283.90)","(358.28, 163.61, 255.33)","(345.24, 81.48, 269.66)","(357.63, 359.19, 284.58)","(359.08, 166.67, 255.26)","(345.37, 88.03, 268.00)","(355.28, 8.42, 284.01)","(42.13, 212.88, 286.50)","(23.75, 180.32, 238.53)","(0.55, 185.31, 184.32)"
