Hips,Spine1,Head,LeftArm,LeftForeArm,LeftHand,RightArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandRing1,RightHandRing2,RightHandRing3,RightHandThumb1,RightHandThumb2,RightHandThumb3
"(0.60, 1.15, 359.56)","(325.16, 2.13, 358.34)","(355.04, 4.71, 354.93)","(65.48, 118.21, 127.90)","(45.77, 70.11, 38.71)","(21.94, 134.72, 56.46)","(44.75, 226.40, 205.22)","(47.97, 264.31, 282.69)","(22.46, 249.29, 293.54)","(0.91, 1.00, 172.62)","(5.07, 359.70, 174.38)","(298.27, 8.71, 171.79)","(3.04, 4.94, 186.76)","(3.27, 4.27, 185.33)","(297.89, 356.53, 186.84)","(35.69, 224.19, 107.83)","(353.62, 293.14, 128.93)","(320.70, 11.53, 92.40)","(38.52, 209.28, 98.81)","(9.03, 274.14, 128.48)","(330.72, 328.43, 117.58)","(39.32, 192.18, 88.01)","(24.56, 251.46, 121.78)","(353.35, 293.49, 128.89)","(36.39, 221.36, 106.17)","(356.64, 289.41, 129.24)","(321.36, 2.34, 98.19)","(55.31, 141.22, 28.59)","(56.48, 181.10, 78.80)","(42.08, 191.72, 124.38)","(24.62, 157.49, 248.74)","(344.25, 83.81, 241.68)","(330.75, 353.82, 283.82)","(26.54, 163.35, 251.28)","(349.80, 93.85, 239.41)","(328.13, 13.19, 273.89)","(26.75, 164.05, 251.59)","(350.47, 95.00, 239.22)","(328.01, 15.52, 272.66)","(28.91, 172.30, 255.44)","(358.43, 108.03, 237.95)","(329.76, 42.15, 258.72)","(60.46, 235.19, 319.94)","(50.87, 177.43, 240.93)","(27.30, 181.99, 188.32)"
