Hips,Spine1,Head,LeftUpperArm,LeftForeArm,LeftHand,RightUpperArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot,LeftHandIndex1,LeftHandIndex2,LeftHandIndex3,LeftHandMiddle1,LeftHandMiddle2,LeftHandMiddle3,LeftHandPinky1,LeftHandPinky2,LeftHandPinky3,LeftHandRing1,LeftHandRing2,LeftHandRing3,LeftHandThumb1,LeftHandThumb2,LeftHandThumb3,RightHandIndex1,RightHandIndex2,RightHandIndex3,RightHandMiddle1,RightHandMiddle2,RightHandMiddle3,RightHandPinky1,RightHandPinky2,RightHandPinky3,RightHandRing1,RightHandRing2,RightHandRing3,RightHandThumb1,RightHandThumb2,RightHandThumb3
"(359.44, 26.90, 352.58)","(353.81, 37.12, 356.51)","(336.30, 342.86, 10.76)","(60.09, 344.14, 337.04)","(50.10, 34.75, 20.67)","(326.89, 151.03, 69.09)","(20.41, 246.76, 158.81)","(61.92, 271.97, 262.27)","(19.97, 266.10, 250.02)","(0.45, 16.13, 173.84)","(359.94, 2.78, 177.71)","(293.74, 0.97, 179.44)","(355.24, 18.24, 189.96)","(353.23, 5.86, 189.14)","(295.68, 348.82, 191.05)","(358.63, 204.33, 51.51)","(24.85, 241.64, 59.57)","(37.59, 310.70, 99.05)","(0.13, 206.23, 51.49)","(29.03, 250.26, 63.49)","(38.46, 292.51, 87.79)","(354.96, 199.69, 51.76)","(27.71, 247.35, 62.11)","(34.16, 327.57, 108.99)","(355.99, 201.22, 55.26)","(25.46, 249.91, 65.20)","(33.72, 314.19, 99.77)","(9.41, 133.35, 2.14)","(25.61, 151.09, 41.57)","(18.18, 167.44, 87.34)","(347.36, 197.92, 244.85)","(332.74, 118.96, 276.49)","(358.56, 45.62, 297.92)","(342.46, 186.36, 247.87)","(337.93, 92.70, 287.61)","(14.99, 12.60, 293.88)","(353.54, 210.57, 242.74)","(333.14, 150.29, 261.95)","(340.71, 84.17, 290.63)","(352.58, 208.69, 242.96)","(332.62, 145.59, 264.08)","(343.03, 77.99, 292.56)","(32.24, 231.78, 265.98)","(16.60, 217.02, 244.92)","(1.84, 218.67, 210.26)",
